building_cls6_area_ratio,building_cls6_comp1m,building_cls6_error_contribution,building_cls6_mae,building_cls6_median,building_cls6_pixels,building_cls6_rmse,ground_cls2_area_ratio,ground_cls2_comp1m,ground_cls2_error_contribution,ground_cls2_mae,ground_cls2_median,ground_cls2_pixels,ground_cls2_rmse,method,overall_area_ratio,overall_comp1m,overall_error_contribution,overall_mae,overall_median,overall_pixels,overall_rmse,phase0_error_top20_eval_only_area_ratio,phase0_error_top20_eval_only_comp1m,phase0_error_top20_eval_only_error_contribution,phase0_error_top20_eval_only_mae,phase0_error_top20_eval_only_median,phase0_error_top20_eval_only_pixels,phase0_error_top20_eval_only_rmse,scene,tree_cls5_area_ratio,tree_cls5_comp1m,tree_cls5_error_contribution,tree_cls5_mae,tree_cls5_median,tree_cls5_pixels,tree_cls5_rmse,water_cls9_area_ratio,water_cls9_comp1m,water_cls9_error_contribution,water_cls9_mae,water_cls9_median,water_cls9_pixels,water_cls9_rmse,weak_proxy_top20_area_ratio,weak_proxy_top20_comp1m,weak_proxy_top20_error_contribution,weak_proxy_top20_mae,weak_proxy_top20_median,weak_proxy_top20_pixels,weak_proxy_top20_rmse
0.10690113936093686,0.6904598241742339,0.0631810423044429,0.9719659686088562,0.6513652801513672,27641,1.5081663131713867,0.6670559934407463,0.5841208733867508,0.4801380903723153,1.183724045753479,0.6409664154052734,172478,1.818607211112976,eogspp_s1337,1.0,0.5141124509796339,1.0,1.6445481777191162,0.9346938133239746,258566,2.5582330226898193,0.20000309398760857,0.0,0.5885573906003715,4.839479923248291,4.285390853881836,51714,5.285078525543213,JAX_004,0.2116751622409752,0.1965029598772199,0.44370132347814123,3.447207450866699,2.913597583770752,54732,4.33944845199585,0.0,,0.0,,,0,,0.1925195114593566,0.45695976214869727,0.18460432201361987,1.5769346952438354,1.2705440521240234,49779,2.3432018756866455
0.10690113936093686,0.7347418689627727,0.06239075490396385,0.9141963124275208,0.5462570190429688,27641,1.5098555088043213,0.6670559934407463,0.6268741520657707,0.5049567394434922,1.1857508420944214,0.5279369354248047,172478,2.0613811016082764,eogspp_s2024,1.0,0.5527524887262827,1.0,1.5663959980010986,0.7834186553955078,258566,2.5381669998168945,0.20000309398760857,0.03325985226437715,0.5750976657138254,4.504083633422852,4.139321327209473,51714,5.090986251831055,JAX_004,0.2116751622409752,0.22085799897683256,0.4202453509638799,3.1098151206970215,2.645598888397217,54732,3.939399003982544,0.0,,0.0,,,0,,0.1925195114593566,0.5175274714236927,0.1713192455929292,1.3939043283462524,0.9367523193359375,49779,2.197941780090332
0.10690113936093686,0.753807749357838,0.055959515437244214,0.8709702491760254,0.4738922119140625,27641,1.4780573844909668,0.6670559934407463,0.6470564361831654,0.5421061084407178,1.3521775007247925,0.41256141662597656,172478,2.3898823261260986,eogspp_s3407,1.0,0.5691351531137118,1.0,1.6638405323028564,0.6923942565917969,258566,2.719007730484009,0.20000309398760857,0.04689252426808988,0.529628047993423,4.406014919281006,4.014909267425537,51714,5.059632301330566,JAX_004,0.2116751622409752,0.22632098224073668,0.38924977716322373,3.0596389770507812,2.5065255165100098,54732,3.9151034355163574,0.0,,0.0,,,0,,0.1925195114593566,0.5342413467526467,0.1970975941182568,1.7034064531326294,0.8354549407958984,49779,2.685143232345581
0.10690113936093686,0.7114431460511559,0.06605881707561503,0.9632062911987305,0.6016960144042969,27641,1.5457836389541626,0.6670559934407463,0.602140562854393,0.46568454703594336,1.088179111480713,0.5628471374511719,172478,1.7784366607666016,eogspp_s5150,1.0,0.5301818491216943,1.0,1.5587297677993774,0.8616800308227539,258566,2.4937801361083984,0.20000309398760857,0.008237614572456201,0.5958431756584133,4.643720626831055,4.220211982727051,51714,5.1342267990112305,JAX_004,0.2116751622409752,0.20472484104363078,0.45481912413677333,3.349189043045044,2.870354175567627,54732,4.20766019821167,0.0,,0.0,,,0,,0.1925195114593566,0.4689527712489202,0.18216219841584605,1.47487211227417,1.1740436553955078,49779,2.2897403240203857
0.10690113936093686,0.7255164429651605,0.061689460473740375,0.9188472032546997,0.5761184692382812,27641,1.4597761631011963,0.6670559934407463,0.5981284569626271,0.48095454132123444,1.148038387298584,0.5340843200683594,172478,1.9299352169036865,eogspp_s6001,1.0,0.5289713264698375,1.0,1.5922625064849854,0.8634738922119141,258566,2.55130934715271,0.20000309398760857,0.01316858104188421,0.5883587138179512,4.684034824371338,4.290243148803711,51714,5.172434329986572,JAX_004,0.2116751622409752,0.20322663158664037,0.4447775781168522,3.345705032348633,2.880831241607666,54732,4.179948329925537,0.0,,0.0,,,0,,0.1925195114593566,0.46881214970168145,0.18241534175188268,1.5086944103240967,1.1887969970703125,49779,2.319683074951172
0.10690113936093686,0.7321732209399081,0.05690494688972179,0.9138444662094116,0.5217456817626953,27641,1.5286521911621094,0.6670559934407463,0.6404990781432994,0.5407696475926891,1.3917287588119507,0.48054075241088867,172478,2.552556037902832,eogspp_s7777,1.0,0.5607813865705468,1.0,1.7167402505874634,0.7561120986938477,258566,2.851621627807617,0.20000309398760857,0.02649185907104459,0.535983946215358,4.6006550788879395,4.209804534912109,51714,5.184848785400391,JAX_004,0.2116751622409752,0.21751443396915882,0.38976201979921715,3.1610705852508545,2.641118049621582,54732,4.020073890686035,0.0,,0.0,,,0,,0.1925195114593566,0.5315494485626469,0.1841522979230316,1.6421278715133667,0.9038124084472656,49779,2.7807416915893555
0.10690113936093686,0.7546398466046814,0.06007921278666762,0.8981549143791199,0.5576210021972656,27641,1.5219590663909912,0.6670559934407463,0.6565706930738993,0.39728816171612197,0.9518153071403503,0.5908308029174805,172478,1.487406611442566,eogspp_tsdf_s1337,1.0,0.5604371804490923,1.0,1.598119854927063,0.7603836059570312,258566,2.646955728530884,0.20000309398760857,0.012530455969369997,0.617132481732808,4.931182384490967,4.50767183303833,51714,5.567267417907715,JAX_004,0.2116751622409752,0.1652963531389315,0.52656053006941,3.975463390350342,3.490192413330078,54732,4.933009147644043,0.0,,0.0,,,0,,0.1925195114593566,0.4995680909620523,0.17115751443523922,1.4207922220230103,1.0018348693847656,49779,2.262962579727173
0.10690113936093686,0.7271444593176802,0.06267725517732003,0.9588170051574707,0.6246967315673828,27641,1.580746054649353,0.6670559934407463,0.7129430999895638,0.4754899624099853,1.165700912475586,0.7708311080932617,172478,1.8726831674575806,eogspp_tsdf_s2024,1.0,0.6003728255068338,1.0,1.6353400945663452,0.8308963775634766,258566,2.581973075866699,0.20000309398760857,0.04551958850601385,0.5585244446691139,4.566816329956055,4.193519115447998,51714,5.218939781188965,JAX_004,0.2116751622409752,0.18828107871080904,0.447210983204699,3.4550206661224365,2.9871978759765625,54732,4.324733257293701,0.0,,0.0,,,0,,0.1925195114593566,0.6231945197774161,0.16177271473248772,1.37416410446167,0.8088417053222656,49779,2.173260450363159
0.10690113936093686,0.7537715712166709,0.05783373026877635,0.9249542355537415,0.5661525726318359,27641,1.5392738580703735,0.6670559934407463,0.6716102923271374,0.5141460694625597,1.3177881240844727,0.7024221420288086,172478,2.1582469940185547,eogspp_tsdf_s3407,1.0,0.5785563453818368,1.0,1.7097057104110718,0.7877702713012695,258566,2.6993184089660645,0.20000309398760857,0.054956104729860386,0.5233687656918273,4.473963737487793,4.0916523933410645,51714,5.175482749938965,JAX_004,0.2116751622409752,0.2013447343418841,0.413480927199535,3.339696168899536,2.7755699157714844,54732,4.23766565322876,0.0,,0.0,,,0,,0.1925195114593566,0.5507141565720485,0.18439908691299214,1.637590765953064,0.8388519287109375,49779,2.531325101852417
0.10690113936093686,0.7590174016859014,0.06308412904321355,0.9198079705238342,0.5460319519042969,27641,1.5623939037322998,0.6670559934407463,0.6872528670323171,0.3998902825631079,0.9344109892845154,0.5987110137939453,172478,1.4971730709075928,eogspp_tsdf_s5150,1.0,0.5831895918256847,1.0,1.558688759803772,0.7260866165161133,258566,2.588831901550293,0.20000309398760857,0.03333720075801524,0.6073450202434486,4.733235836029053,4.395315170288086,51714,5.3974289894104,JAX_004,0.2116751622409752,0.17227581670686254,0.5208877187418706,3.8356025218963623,3.383359909057617,54732,4.771015644073486,0.0,,0.0,,,0,,0.1925195114593566,0.5362301372064525,0.1678313708902969,1.3588069677352905,0.9161930084228516,49779,2.2350480556488037
0.10690113936093686,0.7435693354075468,0.06001154380439243,0.9149870276451111,0.5772857666015625,27641,1.5359426736831665,0.6670559934407463,0.6797388652465822,0.4262666930248223,1.0415534973144531,0.6710996627807617,172478,1.6498780250549316,eogspp_tsdf_s6001,1.0,0.5754314178971713,1.0,1.6299057006835938,0.797149658203125,258566,2.6325719356536865,0.20000309398760857,0.038210155857214684,0.5865549900482143,4.7800726890563965,4.496182441711426,51714,5.420621395111084,JAX_004,0.2116751622409752,0.16631952057297375,0.4985473106895421,3.8388304710388184,3.4259753227233887,54732,4.729992389678955,0.0,,0.0,,,0,,0.1925195114593566,0.5265875168243637,0.16891673096781246,1.4300801753997803,0.9037837982177734,49779,2.2589361667633057
0.10690113936093686,0.7373466951268044,0.05751940515098606,0.9483581781387329,0.5873775482177734,27641,1.5733286142349243,0.6670559934407463,0.6966685606280221,0.5041196903431748,1.3320229053497314,0.6689252853393555,172478,2.318748950958252,eogspp_tsdf_s7777,1.0,0.5909864405993054,1.0,1.7625454664230347,0.7578821182250977,258566,2.8558926582336426,0.20000309398760857,0.03904165216382411,0.5271516801283423,4.645572185516357,4.203616619110107,51714,5.312870025634766,JAX_004,0.2116751622409752,0.18850032887524665,0.423926829905498,3.5298914909362793,3.0157105922698975,54732,4.439637184143066,0.0,,0.0,,,0,,0.1925195114593566,0.6253841981558489,0.17549865776381923,1.6067169904708862,0.7561664581298828,49779,2.7087371349334717
0.10690113936093686,0.7455229550305705,0.0657283003716987,0.8473036289215088,0.5222625732421875,27641,1.3842707872390747,0.6670559934407463,0.7354735096650008,0.4209211500962179,0.8695758581161499,0.43438053131103516,172478,1.5219364166259766,eogsv1_default,1.0,0.6269385766110007,1.0,1.3780628442764282,0.6859359741210938,258566,2.347597122192383,0.20000309398760857,0.05553621843214603,0.6162624012847995,4.246175765991211,3.8614039421081543,51714,4.88266134262085,JAX_004,0.2116751622409752,0.21945114375502447,0.49953333755472384,3.2520976066589355,2.684295654296875,54732,4.162886142730713,0.0,,0.0,,,0,,0.1925195114593566,0.6213463508708491,0.1660045529626356,1.1882675886154175,0.7814426422119141,49779,1.964817762374878
0.10690113936093686,0.7844144567852104,0.06329355791967572,0.783474862575531,0.4122505187988281,27641,1.3691911697387695,0.6670559934407463,0.7838912788877422,0.42695237042726786,0.8469641804695129,0.3609628677368164,172478,1.5767288208007812,eogsv1_s2024,1.0,0.6655051321519457,1.0,1.3232682943344116,0.6195573806762695,258566,2.3058135509490967,0.20000309398760857,0.0630196851916309,0.6276219372410121,4.152496814727783,3.7511038780212402,51714,4.798247337341309,JAX_004,0.2116751622409752,0.231089673317255,0.4956182236157704,3.0983128547668457,2.5046706199645996,54732,3.9936275482177734,0.0,,0.0,,,0,,0.1925195114593566,0.7474035235741979,0.16018671333206075,1.1010313034057617,0.7076644897460938,49779,1.9192662239074707
0.10690113936093686,0.7744292898230889,0.060684122753893406,0.8060268759727478,0.46903038024902344,27641,1.3602445125579834,0.6670559934407463,0.6750020292443094,0.4774432400708693,1.0162867307662964,0.38446807861328125,172478,1.802432894706726,eogsv1_s3407,1.0,0.5927500135361958,1.0,1.4198968410491943,0.6339540481567383,258566,2.3696136474609375,0.20000309398760857,0.0665197045287543,0.5729629646968498,4.067678451538086,3.7046360969543457,51714,4.7082672119140625,JAX_004,0.2116751622409752,0.23541986406489804,0.4486157459089058,3.0092716217041016,2.467794418334961,54732,3.86647367477417,0.0,,0.0,,,0,,0.1925195114593566,0.5568412382731674,0.19025823549364446,1.4032191038131714,0.7442378997802734,49779,2.2228081226348877
0.10690113936093686,0.7904923845012843,0.060322591740650265,0.7950830459594727,0.440093994140625,27641,1.36634361743927,0.6670559934407463,0.6474043066362086,0.42880003280058965,0.9057479500770569,0.4108743667602539,172478,1.556872010231018,eogsv1_s5150,1.0,0.5723219603505488,1.0,1.4090124368667603,0.681640625,258566,2.384418487548828,0.20000309398760857,0.03834551572108133,0.6151542584111769,4.333733081817627,3.912189483642578,51714,4.944448471069336,JAX_004,0.2116751622409752,0.21771541328655997,0.49723000564317676,3.3098039627075195,2.767794609069824,54732,4.225362777709961,0.0,,0.0,,,0,,0.1925195114593566,0.511259768175335,0.17455230711919473,1.2775139808654785,0.9334983825683594,49779,2.073711633682251
0.10690113936093686,0.7392641366086611,0.06620442697396788,0.8554863929748535,0.5243434906005859,27641,1.3863617181777954,0.6670559934407463,0.717824882013938,0.41898254597199125,0.8676449656486511,0.4182014465332031,172478,1.5219398736953735,eogsv1_s6001,1.0,0.6130194998569031,1.0,1.3813649415969849,0.6655406951904297,258566,2.3527235984802246,0.20000309398760857,0.048304134276984954,0.6167353831745872,4.259617328643799,3.8621578216552734,51714,4.8877177238464355,JAX_004,0.2116751622409752,0.21517576554849083,0.5002595461175785,3.264629602432251,2.6618146896362305,54732,4.173316955566406,0.0,,0.0,,,0,,0.1925195114593566,0.5856485666646578,0.16896359293719587,1.2123466730117798,0.7900581359863281,49779,1.9950367212295532
